,id,churn
231,ee6c1cf8a890651464453bced7e78bbc,Stayed
232,9ef3adf7b2dc19378219df8ecbcda1e4,Stayed
233,b8c5c35765bde559a2bf67126607fe8f,Stayed
234,4ec59c18953aeefe3d14251bd5ccb2c0,Stayed
235,a53fec6833650a4a2f63c135dc80023b,Stayed
236,d4e273ba89614e86a65548b4599285e6,Stayed
237,a956e7ddc069887fa85ed8eea869dd8c,Stayed
238,ba63ea17c9ff3121b8e8e8ff9a4cab90,Stayed
239,0cf1e190019e60794edd66bda1a7f4cd,Stayed
240,a5cb74bb90c992a62bfc6b8a7c0db94b,Stayed
241,929e972fd27656902cd677c7faebf7bf,Stayed
242,c5abd6e680cc7faf2c51faabea9c133a,Stayed
243,3f3574cf1f845bfdf39d6e378e3357d0,Stayed
244,c846153af4a2080c3cf75ac47f079b3c,Stayed
245,b30868266bcbe81f1c1f05de883931bd,Stayed
246,dc9fe007a00788a25d513a260d1b9a4a,Stayed
247,aa8e27804d725806212ff74c55462418,Stayed
248,c209f893a47a985051c7c94583fffe90,Stayed
249,8efdac2756b265158dd9741da24d8d4b,Stayed
250,fb237d0c0321311cb9f7eabf91874dd8,Stayed
251,747fb60134508c5d1eba4878e4c99da5,Stayed
252,08888b0e6949284de6df1ab7b2feef86,Stayed
253,4ec5fe651bff2ca88843133f6b3d5a53,Stayed
254,1cf38abc3d479e1fd89d01f8596b58b3,Stayed
255,05c509cd5bbbdab1985886374259b42f,Churned
256,1c55c6785645c643d564dd59ff96204b,Stayed
257,1d5f36eca170de378f4d117a8ff88b13,Stayed
258,b0c7cb1200cc3415633fc8dbf38779f4,Stayed
259,ab878f5a787fc3140de85b911641c849,Stayed
260,e57790d468b55a9ee37aaf0a8ccf1046,Stayed
261,81d47fd97b2de6ee431993377a8b0407,Stayed
262,7082a8969504199f0930a198f9516614,Stayed
263,207dbcdd7a9ffa51f42562bce7710d6b,Stayed
264,79929e3772a798c11313212baaca82f6,Stayed
265,3d6ff667d8c0b51329e40835c8124926,Stayed
266,643a00ea2a7026974218f0e4c26948a1,Stayed
267,d997a45fc29f1c98891bcce4e25ba400,Stayed
268,bac4c08b69328cf2fec32431977ffb99,Stayed
269,d401cd0d5f278cdf4c674100903fe77a,Stayed
270,06389c453a13410620a586b71d04231f,Stayed
271,d7d41355efdf7b0ab2ce25bc100bf9d1,Stayed
272,88db920dddadc87b97d065faeed37163,Stayed
273,5aff1ab4cf8c55dd7c0f266624e97e55,Stayed
274,ab250252dfaded1c9a54834f9c829b43,Stayed
275,3629db4e6e54edf39046a46ff9e6ebb9,Stayed
276,57bf98e6bdb130b4e7da6931ab274128,Stayed
277,ed37cfa026c212660ce235b69eef578b,Churned
278,be7a29e877b8d8c0d01dc36599916fa1,Stayed
279,b624cf07d52ba3329962f9b83d1da1fc,Stayed
280,d8f29ddac0208cc97fb6b62df6c522b8,Stayed
281,adb6d4057b3591b01bdd712254023960,Stayed
282,864b3f5ca8d44346b79d93e4a07dd395,Stayed
283,2c682f10f5d27dc83fa5ad3f67666205,Churned
284,98f33082dac5aa76ed32584923c2312b,Churned
285,afcb81c3b8b43af67a944296eed23801,Stayed
286,1e1018feeef533923a964e7fe7879cbb,Stayed
287,9c9d8de40aee618b75f36e9b0f0586b6,Stayed
288,01cd7f3d796d527b174d1a79c55cf9de,Stayed
289,2b1abfdb966d85ef562f684f3d209747,Stayed
290,0580216fd8b3a562087d52673f6ba63d,Stayed
291,e35758bb4566f7ab407f38e310668db0,Stayed
292,ba9981f5691f6029428e7322acc036e5,Stayed
293,419726a1207fa6716b75bd1360fedb95,Stayed
294,9635ef3c7f615d2ef426bb7aa0812653,Stayed
295,a33668b7d0d8d86f38ad983c0cad6095,Stayed
296,8ba4d1d2cba67543cf90e5c6c7758375,Stayed
297,ce03382a47bfa8a90441b05c72762276,Stayed
298,e8c853eaea49da3fed4a8e4906fea042,Stayed
299,93a8d3a28204f980249ca9275a8ffa49,Churned
300,5e9453efdf0cd4bc9e755aade599f31b,Stayed
301,339897010c78c9da217ea215b1b627c9,Stayed
302,cda5d3f52450ec6d10f244b11622b246,Stayed
303,c46f06993c3aa1f098d55eb9e26979bd,Stayed
304,4f39917c09dce904aa2a5a9f9daa6739,Stayed
305,608636857f50c427bcb90e22b64510a4,Stayed
306,270cb51ba394bc391d514f0371ba3d8f,Stayed
307,138f1385c773283da62fc015bbd61bbd,Stayed
308,79eeee5fd7697ae9af54a18b9b16ed10,Stayed
309,f34ae043c2954b058e5f171d24774def,Churned
310,20f837f8823041630e9f9d528ca6488a,Stayed
311,d476df103a55ac71c31873ed0b25b4c4,Stayed
312,a8b411564cc4c621e3f4d9ec63db7b5f,Stayed
313,bf67992dd821943ef1b882426e8fbee0,Stayed
314,fa20641a952950cca22900332f2e3f68,Stayed
315,e6d3e167553eacb547df384439ce933a,Churned
316,78f8326adda49da8c2a0cc69625b9dea,Stayed
317,1b926dc32299e37644a16e2bdf363752,Stayed
318,8cf3c50b357c9ca71905e95665096448,Stayed
319,68226599436b07c6c3aedb3a05e0b65a,Stayed
320,bac5d7507310eef3dabe2c72650061d6,Stayed
321,3e6d8879f9ed9f88f99d28bd98d5ca29,Stayed
322,59444f3e7175aea4e989e6e133c26774,Stayed
323,85dd44cbe74cfb9d2e31d561826974f9,Stayed
324,a43b295250f53ee3276f293e8ad6d300,Stayed
325,38f6db63f2240230f9607710b0ee6b5c,Churned
326,4be3593dd7f973c0778a8f0a284f7ed5,Stayed
327,af5e2ce18d911e5ca4b7771ba39d232e,Stayed
328,20411910a7b41d0903ee09eaaed9dc4e,Stayed
329,74ef44510691008486fe23dd95b111ec,Stayed
330,5384482b63482b95c0b5b60752612737,Stayed
331,eb3f3d81124e6bee0efd8648fc60f0cb,Stayed
332,26f2544258632b6245d69a97da910d17,Stayed
333,32ab5dfda3270f67348e8e9ff0f26499,Stayed
334,ea52cb9750b4ba0ef85b3ae7c7791241,Stayed
335,11c698281c4679760ee8d38693f1a2bc,Stayed
336,3421cae34139affe00a05050b735e4d7,Stayed
337,4042ca74ce1d66b22fdf473911550d23,Churned
338,1cdf8092f472c650857e2692598eb947,Stayed
339,bae05c764a6fe28c7d926ca84dec9856,Stayed
340,84194d2387503e40042ded8bd1b737da,Stayed
341,8acd87fb84af73e4991b5c6c74a3dd58,Stayed
342,081d1fad9678beb877773d612b2a38de,Stayed
343,fd5353fb6e668ce0dc6f1db52e82c346,Stayed
344,0ea1b04911beee36e66c68e004991459,Stayed
345,c5ac670d5517a5fa40679456cc964ea4,Stayed
346,395a6f41bbd1a0f23a64f00645264e78,Stayed
347,22c99d0343c03cba38d12220fa1dae22,Stayed
348,7f809a07655ceeeabc7f2c7c364a8c6e,Stayed
349,cb39edd54925bd0092554373c1622965,Churned
350,94b207bb37db827c04e507a324b73791,Stayed
351,c194b2f7b2342b1fd45a045712785a85,Stayed
352,710145145f365dc43edd8db69a37d88d,Stayed
353,0e18e5be3b617e3df09f43b21c2ad134,Stayed
354,5c908bbcaf4c7404a3ab0a27b1fa1353,Stayed
355,6e8203acfe0bbd0b2f4b56bb61bbaf9c,Stayed
356,783450116ae9dac82a9ba46fbfb85855,Stayed
357,9c4bde81b5b4913b46c28986b39be5ae,Stayed
358,e96889a876b9c5956cfc4be6947ee38f,Stayed
359,42f7698e2ca9b1cd0ca7357fd93be6d6,Stayed
360,bc4be960c7f6d68c3cac54bd60e9ba57,Stayed
361,211d0b2012d921aad796e4cd4cc94067,Churned
362,d24dc7660a59fbb32adaaae3f792be3b,Stayed
363,6b2f0b6e87aaa8d4320cd63eea857227,Stayed
364,d4c0bcf96fbd8278e102971d174aa48e,Stayed
365,ae50d262d91a29d0f5de5dc61e4e8a3a,Stayed
366,e15270d5812f8fb2e776046252f31c2d,Stayed
367,d89ecb8a0b875c931bcb094b2f32b006,Stayed
368,9378157cdc976cc92a6588c0be502017,Stayed
369,74d2a76978de06c793da3360d3cdc0a1,Stayed
370,50a03ac7384bd74d5e2ab8be59557efb,Stayed
371,bab7e72ef63019220275a9555c993d5c,Stayed
372,13f8bcf0ad9728be97d80f321191363d,Churned
373,722d96fbcd18fdfffa9cb4a73948b77f,Stayed
374,12ebea6468d6bdcfd95bb3ce6e715392,Stayed
375,f833283dfd13549ba88fd946df46a9bc,Stayed
376,f294522de112b4ebe0c9b4f484c5778e,Stayed
377,1b0889ab2be05934f2a6f7cea6bedc73,Stayed
378,86838fb8945b2c1e0bb6348d9d2b7caa,Stayed
379,ac0adaed1346b00390d8f87210126097,Stayed
380,659c5fa5848d18665f5bcd662d84f1d4,Stayed
381,aea303fb804fea8d1e7c8af21f80b8d5,Stayed
382,eee2820035d56b9473bb6bd3e4025c28,Stayed
383,c114332da1e0daca228d96b8aa71e736,Stayed
384,b806be5772bb58ba83c380afba4cdf28,Stayed
385,0ba24121b3931c9dbfbcd211e7c021b6,Stayed
386,f079797101b62a9f87861bf602694d08,Stayed
387,6aacfe58df4bd1419fa8e9d3ad38b6b7,Stayed
388,621c980e6b4fd1ca0ddba079ad8c8845,Stayed
389,c88b0cc20a85e966dfca54817e7e872c,Stayed
390,42af6b883911239ba4e8b4fc322098c2,Stayed
391,b1357b8d6cb7a860a6b16ccf1362ef21,Stayed
392,d15ef55fdbf63ef2bddfd1bd67959ab4,Churned
393,31b7cb25896669d9e6e67e3c86b3d39d,Stayed
394,7f2a53c223a2e9113327f671e6ddb39f,Stayed
395,4c9a2d1b041ea32288af0eaa52d659d0,Stayed
396,d6e9c6bb1dff38687280e29f36c69493,Stayed
397,82ae38518fe3e42492d67bde212890ed,Stayed
398,6dd70ca3dd2264d83e61d21ce2a0a089,Stayed
399,fc8f5dfb1f78124502c0ba26d15e6093,Stayed
400,0010bcc39e42b3c2131ed2ce55246e3c,Stayed
401,4c44416658a8c57c79e799a1db30fb59,Stayed
402,6cd5ab224d6e8bbac947d91041213402,Stayed
403,4ee5cab24469567f91e53e80377ce7ed,Stayed
404,5170ee46304a1d825450fd23977f5147,Churned
405,5df2c33b1d170ef5096eb42c19c785d4,Stayed
406,65dd5ca92561c619dcbda419521e9e71,Stayed
407,69a8bf04d098803155171b1afba7c0a6,Stayed
408,36e510cc513de897bb34872a5d41ed80,Stayed
409,8b36b449c6591b27bab5a1d8f9b9291c,Stayed
410,7852cc9e2243b0613f13dc6b47b8a796,Stayed
411,ee8df1582e431faff2a4dea4b6441ed2,Stayed
412,20ef579dc0ae3d4fee434f6adadac00e,Stayed
413,957ad2bcf499258f7be1f2eeb28a187c,Stayed
414,55de55ac6344f0bea14b08076fdddcac,Stayed
415,f9b4b659ad264e54f0600865599dff78,Stayed
416,57d8fe18fb12572e7529ad9777fd75fa,Stayed
417,4d4679c164a423a3852e8ae57687541d,Stayed
418,d57f8d9a4b9f9179cf1880ff036aa9a1,Churned
419,5d2a4cc16b141e1394dd5035dfac800d,Stayed
420,e56bb5347d9d81dacda87f7ab4def529,Stayed
421,59470abf25e95d8334151956a6ed9bd2,Stayed
422,0c6f6b23f1826f6ed996e3f833d85c97,Stayed
423,e87bdb7775736a284fa29910874e4826,Stayed
424,a29486e698c3ceda99415c1b7ca19651,Stayed
425,d394ccf14e902e1fbe0e02b891c05ad6,Stayed
426,9d4f6f7802ada8adae9dea612677b664,Stayed
427,8edbd10b24bb0cce306a2f46ab164247,Stayed
428,81feb80cee11de57d733bd468529333a,Stayed
429,63abf87439c71fd9e16ea477c42669ba,Stayed
430,98875c3b8d6c537854593e8e1f3be168,Stayed
431,a2076aa294dc6f4f746b3306167369fc,Stayed
432,abea7297c07b9e664f93628058f35ef5,Stayed
433,7b8467b9b5c738e422005c52015adaee,Stayed
434,58d7f66060ea8781d1f37e033960ebd9,Stayed
435,87dc3f37c5dd3e699094783aa1f7f060,Stayed
436,bbcab4d655929852eb0927417cac6b6a,Stayed
437,9ecc8117e0592d7c2fa79c023e6aef11,Stayed
438,c2fa31883fbf46a4e99f6f28f6af7122,Stayed
439,cbc62eafb0faf2eaf5b9d54c81e09ffd,Stayed
440,f0463afebee8a4d05854a5790d2f3c6b,Churned
441,ed9a1f060cfbb9169735642ce32ea094,Churned
442,db9bbcb3991c701895fd7a98aab01bb0,Stayed
443,3af3ef9fda78d15c72c25d3d9c5a2678,Stayed
444,acc790aa776c1bc6261925663d9e1b7d,Churned
445,04c39ce7e7d535fd930fcd0028721960,Stayed
446,87efca429c3ae2ba204db4577a8ae26a,Churned
447,92e7dcb6abf7608021955e332fc9b9ed,Stayed
448,87ff1797c781c6f51bc199e83cc96b54,Stayed
449,9504fc1a7e47f544a0c54940e49e82a5,Stayed
450,3a8a2f6f0329927054c3149dac3cd533,Stayed
451,ec7386aca88430d0f65dff82a1c4a7e5,Stayed
452,4bcc5f0284f0df4c13458f07c1fa2344,Stayed
453,54560a764b3fa9bd5741190348e46de3,Stayed
454,255512e6e67c3c4adf901c0867bb4446,Stayed
455,6446faae54c096dea69725a0a259c5de,Stayed
456,b894e7713f2dc76c68bf91e8d2a5642e,Stayed
457,35769856df59afe188951058873a1966,Stayed
458,6eefa8daa35251b7fd5a4d2b1409d86e,Stayed
459,22dc23342f14ea066c71cc3778c0a10c,Churned
460,fb849a1863ecfdf21038099fb728492a,Stayed
461,84f8c6508c989b3dadd7ea65b08c7e17,Stayed
462,0cf2b0d0f107bd05dcba322bfcdb888d,Stayed
463,ce44cb384c6c2a7ecfd86c4509b73a86,Stayed
464,478eded5b580203c66daef467f8014c5,Stayed
465,d82fe79b54e48fc8458e10997ffbdbac,Stayed
466,66e27569d14ed7b5d46114c429058518,Stayed
467,89d91200942ec946a1cffab428a0704d,Stayed
468,2303162292fd5f7cb7038636c205ee41,Stayed
469,44f163dad811f1e54b18be2cf2f3c4f4,Stayed
470,938ebb29822fad50bc2b32e28e39f83f,Stayed
471,358a625e109404fab9988ef41426aa74,Stayed
472,80e0dfb07aecc74b4838458386f9b148,Stayed
473,ded69a4a2eb05b42cd12768683ef1426,Stayed
474,7e8509ac5b68961085c3b464e694adb7,Stayed
475,32fb1dfb29c315c3452172bc66965df5,Churned
476,c4da467575f76cfb24bbd80dc5e2fa3a,Stayed
477,9f747d4a8a435d13296eb8ba99ed481e,Stayed
478,ec235a413134552c4d14526c48b71195,Stayed
479,f430a1275c52a267ed481ecb1fd7aa9c,Stayed
480,9ec5ebdaf7a5327b8308502a1be746ef,Stayed
481,5abcde32942f75f4bdb7fe95daf79f0e,Stayed
482,53a992b862e423722863499c46727a65,Churned
483,998a4a2fd9965b702366e3dba0459caf,Stayed
484,7e7a74cf490968cc37c8c6ba8963cc4c,Stayed
